"","Row.names","x","y"
"115","Barra do Corda@MA",126710.653285085,46968.2503778346
"116","Barra do Garças@MT",116875.423907396,69276.781789992
"117","Barra Mansa@RJ",53191.3318446224,17542.1788429369
"118","Barra@BA",110057.682055744,1101953.23018411
"119","Barras@PI",107807.969906725,119075.201926108
"120","Barreiras@BA",211978.692493326,1535937.08178858
"121","Barreirinhas@MA",82807.5680957894,8961894.24089395
"122","Barreiros@PE",63850.2977611031,16853096988.1542
"123","Barrinha@SP",57595.3583350143,11129.6065263621
"124","Barueri@SP",35425.4588947507,558228.39527597
"125","Batalha@PI",49335.5966662246,94646784888.9589
"126","Batatais@SP",39959.1031821732,713.82243174083
"127","Bauru@SP",38643.6852143294,1439811.67849562
"128","Bayeux@PB",92766.5733203655,975739.472109618
"129","Bebedouro@SP",28732.5181087918,50079.4915726739
"130","Beberibe@CE",94931.4469814168,5483600.62065208
"131","Bela Vista@MS",450704.212860746,278646769268.37
"132","Belém@PA",207825.331424181,6018428.69650189
"133","Belford Roxo@RJ",121856.313020636,1407637.20808719
"134","Belo Horizonte@MG",56783.3436743159,35554.5240867391
"135","Belo Jardim@PE",39803.3601383114,8476.71344911176
"136","Benevides@PA",93518.9227229544,42329.6699974467
"137","Bento Gonçalves@RS",17408.4941275875,21121.6007761885
"138","Betim@MG",46208.820456648,273912.072532201
"139","Biguaçu@SC",26333.5152267101,2820.43957389594
"140","Birigui@SP",28454.9416359003,29119.5535691982
"141","Blumenau@SC",28606.6885779546,117367.797708304
"142","Boa Esperança@MG",32731.9615579109,16854.3125174975
"143","Boa Vista do Ramos@AM",59935.375657564,384098852092.084
"144","Boa Vista@RR",199119.491473451,227400.597613019
"145","Bocaiúva@MG",101254.279905023,25599.8967623078
"146","Bom Conselho@PE",102689.508043078,5619.28108027144
"147","Bom Despacho@MG",39520.5801727806,309836781.366851
"148","Bom Jardim@MA",240950.800371682,48045536780.8043
"149","Bom Jesus do Itabapoana@RJ",46943.7399753206,134127.438352412
"150","Bom Jesus@PI",138458.692905952,2077.13089948582
"151","Bonito@MS",37390.2924776917,221791.973589011
"152","Bonito@PE",96486.5895663366,917110.962556943
"153","Boqueirão@PB",90732.6234481431,28610839.9014299
"154","Boquim@SE",142608.47174217,924.59072607428
"155","Botucatu@SP",17261.6531073165,4681.82542786132
"156","Bragança Paulista@SP",37894.3296104736,12963384.8174664
"157","Bragança@PA",154157.884762447,199216.297521053
"158","Brasília de Minas@MG",120013.311415056,20205.7283128386
"159","Brasília@DF",132869.857530404,1886773.33734447
"160","Brasnorte@MT",116386.341324084,287.283018567114
"161","Brejo da Madre de Deus@PE",41544.6977141006,1184.67810237724
"162","Brejo Santo@CE",128981.257671177,72494.3977327998
"163","Brejo@MA",47132.5745562621,309520460899180
"164","Breu Branco@PA",90930.8686057967,15367480.2519608
"165","Breves@PA",71091.0291539725,24373.3143831204
"166","Brotas de Macaúbas@BA",52357.1875915291,179357945555.48
"167","Brumadinho@MG",49333.086524776,108542.572654384
"168","Brumado@BA",57019.7099900645,1214570.88013352
"169","Brusque@SC",33131.35031292,378667545.384743
"170","Buerarema@BA",113429.39051439,3188301649675.13
"171","Bujaru@PA",112711.695369007,77906.153037223
"172","Buriticupu@MA",103092.283573592,592.780142349347
"173","Buritis@MG",53915.7847572721,61.8134092645393
"174","Butiá@RS",53536.3650571047,1636.24196475068
"175","Caaporã@PB",49527.406296877,1965.18114774742
"176","Cabo de Santo Agostinho@PE",71993.9876441678,720340.377952728
"177","Cabo Frio@RJ",45138.0177352869,2732334.9247871
"178","Cabrobó@PE",112583.604814914,858.826122699223
"179","Caçador@SC",49538.1607895108,1525.9404292745
"180","Caçapava@SP",28804.2897471047,6363.72972322806
"181","Cáceres@MT",225595.623812084,546769.272160515
"182","Cachoeira do Sul@RS",55929.2264426205,8234407.84192312
"183","Cachoeira@BA",182645.89615389,43032241.4070835
"184","Cachoeiras de Macacu@RJ",85145.3254442969,23976.4866580078
"185","Cachoeiro de Itapemirim@ES",46575.5830356883,157236.382794111
"186","Cacimba de Dentro@PB",85976.2472686435,155026.100413049
"187","Cacoal@RO",60058.5124499549,686871.498051643
"188","Caculé@BA",59637.3290202915,2225.6821856107
"189","Caeté@MG",45596.782247632,2289899.62980347
"190","Caetés@PE",52235.4639844255,26281.796209269
"191","Caetité@BA",106994.154239118,8286301.6676601
"192","Caicó@RN",86420.1900506958,120906.018684868
"193","Caieiras@SP",69098.8004836869,14086.1743487531
"194","Cajamar@SP",41148.7421281413,8236.90544398214
"195","Cajazeiras@PB",144330.266164884,7188002.05313603
"196","Cajuru@SP",88652.5688383881,49286.1637052747
"197","Caldas Novas@GO",65221.1944549394,57564.5305448422
"198","Camacan@BA",160154.480701116,8451.40921921698
"199","Camaçari@BA",125418.611899896,46765.3791523583
"200","Camapuã@MS",38083.023378656,63723.8268191211
"201","Camaquã@RS",45470.8085671797,16276.0460549549
"202","Camaragibe@PE",109949.440778913,139582.285212023
"203","Cambé@PR",45846.7419619647,4807.1127642346
"204","Camboriú@SC",50439.5672813408,1976.58460489007
"205","Cambuí@MG",30583.3362391837,4911828.92717498
"206","Cametá@PA",207234.670298755,8261826.20503957
"207","Campina Grande@PB",169180.783106326,198329.765352252
"208","Campinas@SP",49299.7349148822,688079.925429818
"209","Campo Alegre@AL",167690.637413132,1671.70724591506
"210","Campo Belo@MG",30991.8760078374,122560.007422786
"211","Campo Bom@RS",24425.75614766,18962.9080545152
"212","Campo do Brito@SE",152487.814075888,24902.2204382209
"213","Campo Formoso@BA",98870.4320463346,426160.742299984
"214","Campo Grande@MS",124414.259932494,23730045.3498422
"215","Campo Largo@PR",32054.9110810994,806397.559393773
"216","Campo Mourão@PR",65406.7343302684,53273115.1883225
"217","Campo Novo do Parecis@MT",53818.6980146711,1603126241752.01
"218","Campo Verde@MT",52634.5223142121,8685.8834520903
"219","Campos Belos@GO",347267.173186926,83.9507255775773
"220","Campos do Jordão@SP",29988.01470702,100466170.715612
"221","Campos dos Goytacazes@RJ",52548.7738256411,421403.267359668
"222","Campos Gerais@MG",44129.0979394967,38293.9931284035
"223","Campos Sales@CE",204722.916610117,9194.10472943262
"224","Canaã dos Carajás@PA",125022.257156705,119270002.64061
"225","Canavieiras@BA",66764.7992207499,16642.1881800525
"226","Candeias@BA",85487.1383340472,1156.39540826992
"227","Cândido Sales@BA",152810.47095117,1224.2145688342
"228","Canela@RS",19327.5906374329,245.958484942909
"229","Canguaretama@RN",189965.094866815,10909.1052582555
"230","Canguçu@RS",23327.0826602196,1973704.19920762
"231","Canindé de São Francisco@SE",97738.7095495961,35950.6058491259
"232","Canoas@RS",38611.7805818277,250838.259484416
"233","Canoinhas@SC",26335.1307893022,9311.50854920371
"234","Cansanção@BA",61653.5308154866,5672.99900667524
"235","Canto do Buriti@PI",79279.6862290457,901.35767960463
"236","Capanema@PA",118023.31964623,4924.84594581063
"237","Capanema@PR",16495.6940743687,53378601.3272555
"238","Capão Bonito@SP",46680.1042368773,4663536.3486129
"239","Capão da Canoa@RS",30741.1329978601,11241568.8638363
"240","Capela@SE",145074.628822145,1932.65577435415
"241","Capelinha@MG",59136.9578526375,5509.10801997068
"242","Capim Grosso@BA",96528.1000773985,1892852.35605034
"243","Capitão Poço@PA",73436.2270785164,3441.67062875193
"244","Capivari@SP",22049.1060782007,190520.274659972
"245","Caracaraí@RR",127269.21279882,123926428.019778
"246","Caraguatatuba@SP",32176.8585843131,25058986.4394129
"247","Carangola@MG",101826.998945638,696440.241487501
"248","Carapicuíba@SP",49432.359443782,25327.0688517652
"249","Caratinga@MG",67760.8113185598,88089.5370061202
"250","Caraúbas@RN",282917.391644269,160650.560732168
"251","Carazinho@RS",47439.5687186796,216064.299920355
"252","Cariacica@ES",95577.017746277,830466.472082983
"253","Carinhanha@BA",88068.0796405315,31723.6801068925
"254","Carira@SE",178281.719931237,378.189013291037
"255","Cariré@CE",129604.044768712,899.858468831066
"256","Caririaçu@CE",90334.1820528426,41.6034887061366
"257","Carlos Chagas@MG",431361.574093751,10458002.0072866
"258","Carmo do Paranaíba@MG",44212.505657174,14876.3328272606
"259","Carpina@PE",84059.0327666078,454940.751346149
"260","Caruaru@PE",65945.5479109211,3598259.99109205
"261","Carutapera@MA",68434.3936608341,5690576686994.61
"262","Casa Nova@BA",88336.6319087015,14250.050593407
"263","Cascavel@CE",102762.685704179,8381.21869518345
"264","Cascavel@PR",51886.1948052665,12338126.8557672
"265","Casimiro de Abreu@RJ",53466.263128472,6758633.03759023
"266","Castelo do Piauí@PI",111928.242712209,1703.89794519099
"267","Castelo@ES",28186.1656021183,6533.33469584199
"268","Cataguases@MG",37845.6727379133,15631.2926449997
"269","Catalão@GO",53402.5698332492,6590330.72602278
"270","Catolé do Rocha@PB",89988.0907828901,3035395.41366989
"271","Catu@BA",106827.274608158,204113.34197938
"272","Caucaia@CE",108538.294850747,3357378.33197471
"273","Caxambu@MG",45136.934369789,62921.7951221394
"274","Caxias do Sul@RS",26884.2731327591,961753.347023589
"275","Ceará-Mirim@RN",154840.9258336,485026.091906125
"276","Cedro@CE",83319.8661799178,1295.41777898611
"277","Cerejeiras@RO",64437.0909906467,346051.036352476
"278","Ceres@GO",99371.3607860169,2051689.98979623
"279","Cerro Largo@RS",22034.6525739489,555436.476280315
"280","Chapadão do Sul@MS",59979.4617402099,827555.898763867
"281","Chapadinha@MA",126677.025984303,329074.129983181
"282","Charqueadas@RS",66268.908415087,333.348639124315
"283","Chopinzinho@PR",32929.1277039102,728.509061827431
"284","Cianorte@PR",75826.4831735866,193775.711016339
"285","Cícero Dantas@BA",109324.410998693,3829.27003286286
"286","Cidade Ocidental@GO",124312.133317122,289794.965972762
"287","Cláudio@MG",31028.2620322379,9402021874485.9
"288","Clevelândia@PR",69576.1311260497,115205.996362045
"289","Coari@AM",70195.5361732809,12047.2118320413
"290","Codó@MA",180857.167434177,4358.44175680815
"291","Coelho Neto@MA",143477.24804836,36152.0387586555
"292","Colatina@ES",28095.5882944182,178003.321575097
"293","Colíder@MT",46471.6835365196,25787.2859156355
"294","Colorado@PR",74158.9555359064,2285.52910566577
"295","Comodoro@MT",66523.9004534686,5.47609544115237
"296","Conceição da Barra@ES",110896.948411445,275806.565054655
"297","Conceição da Feira@BA",495195.821218099,69313309801.1995
"298","Conceição do Araguaia@PA",146281.382808117,3325173.56068557
"299","Conceição do Coité@BA",151362.410265786,360502.00852595
"300","Conceição do Jacuípe@BA",269008.940017481,826740.750406973
"301","Conceição do Mato Dentro@MG",58195.6233562334,11452.9223602643
"302","Concórdia do Pará@PA",102485.355010777,6277.09660125168
"303","Concórdia@SC",20292.9927752985,957.806546630653
"304","Conselheiro Lafaiete@MG",37962.3198201471,8955872.02016741
"305","Conselheiro Pena@MG",58730.1427754748,960700.13934668
"306","Contagem@MG",54134.5194019682,15697429.1353589
"307","Coração de Jesus@MG",86431.3067738225,4329.74503133896
"308","Coração de Maria@BA",335281.087681986,56524.4595601515
"309","Cordeiros@BA",52007.9545275538,70878354610356.9
"310","Cornélio Procópio@PR",104164.60469462,1465822.56997698
"311","Coroatá@MA",121132.364599417,12390.2691291367
"312","Coromandel@MG",51137.2257843173,760066988773652
"313","Coronel Fabriciano@MG",64663.0250826436,30476.7905329845
"314","Corrente@PI",180614.740344082,4643.54292452509
"315","Coruripe@AL",134147.271806614,199396862.863448
"316","Cosmópolis@SP",22134.1381019548,26045.4908754381
"317","Costa Rica@MS",50757.6099419805,14186.2915599371
"318","Cotia@SP",63571.0002919299,1918525.35433286
"319","Coxim@MS",237812.278499406,25038.5107049956
"320","Crateús@CE",148323.301592979,6457.76246343619
"321","Crato@CE",133384.596793301,77777.1464376931
"322","Criciúma@SC",37290.5093762183,33788.5849459944
"323","Cristalândia@TO",74823.0219393142,2780809.87307803
"324","Cristalina@GO",61036.1504722029,5766.00618278291
"325","Cruz Alta@RS",49850.5897864184,14345.3347251602
"326","Cruzeiro do Sul@AC",63457.3176833303,191172.781956059
"327","Cruzeiro@SP",20927.7169046518,29672.6491797763
"328","Cubatão@SP",45546.3744647674,54869.1915177833
"329","Cuiabá@MT",195953.837939307,770361.680590008
"330","Cuité@PB",90089.3964735112,214439.730643546
"331","Cupira@PE",42976.6542785966,4652.69078801818
"332","Curaçá@BA",69624.6523117823,134117.028298003
"333","Curitiba@PR",31984.0325344206,132958.577972094
"334","Curitibanos@SC",45608.9201289522,17445340.7009905
"335","Currais Novos@RN",98670.2408860749,295880.087241165
"336","Curuçá@PA",62828.1931086648,41864.9856051083
"337","Cururupu@MA",55276.8898671583,771.316823692836
"338","Curvelo@MG",75651.3250519136,105297.568533248
"339","Custódia@PE",26395.7138554999,72533.0065804265
"340","Delmiro Gouveia@AL",90900.6719199459,12617878.2295598
"341","Diadema@SP",55630.4055867243,241320.77593124
"342","Diamante@PB",83584.9132830824,333.374028310914
"343","Diamantina@MG",103980.021688353,181706.999226981
"344","Dias d'Ávila@BA",130953.703867515,702303.860490035
"345","Divinópolis@MG",29727.8247278394,46533.7144601387
"346","Dois Irmãos@RS",16383.7823966285,28375.5934847401
"347","Dois Vizinhos@PR",29896.6279434575,243617.848119006
"348","Dom Eliseu@PA",133874.084659584,13314.141672394
"349","Domingos Martins@ES",17818.0762612469,29738.7370540453
"350","Dourados@MS",108515.787277684,820134.190859558
"351","Dracena@SP",33772.1521573987,22595.3529760928
"352","Duque de Caxias@RJ",106810.665205498,83823.6298421298
"353","Eirunepé@AM",56221.3988271995,60281681283511.4
"354","Eldorado do Sul@RS",58759.1796450775,30766.9016786024
"355","Embu-Guaçu@SP",62044.8398692972,757143.705267107
"356","Embu das Artes@SP",54295.5102229376,243472.914227599
"357","Encruzilhada do Sul@RS",61000.0212659783,102.057446887865
"358","Entre Rios de Minas@MG",17932.2290348433,1787105.81246277
"359","Erechim@RS",28989.6441498089,22045516.2086917
"360","Ervália@MG",45927.9544850117,10777.7738621991
"361","Escada@PE",101133.688220331,1583.14164955075
"362","Esmeraldas@MG",58704.6800758649,1257133.20807399
"363","Esperança@PB",81585.4509269963,7585.4050564903
"364","Esperantina@PI",116893.916238343,1166384.86224164
"365","Esperantina@TO",109803.289423606,24216.9762872378
"366","Espigão D'Oeste@RO",52652.8184028493,1355.69149721492
"367","Espírito Santo do Pinhal@SP",26453.9324137562,321496.166546431
"368","Esplanada@BA",103719.31493914,7.10878428645127
"369","Estância Velha@RS",33722.4862004386,169333.105186262
"370","Estância@SE",91720.7776105965,7503.15310223047
"371","Esteio@RS",49648.9968836845,773073.065037848
"372","Estreito@MA",172660.881281674,424566.083409733
"373","Euclides da Cunha@BA",98400.2566872933,65143.9395120913
"374","Extremoz@RN",109967.496184114,1229566059869.04
"375","Exu@PE",73917.2992827471,10463307729.1366
"376","Farias Brito@CE",140656.453143624,6596.87964368128
"377","Fátima do Sul@MS",38520.5099656275,79478.7432561726
"378","Fazenda Rio Grande@PR",64983.4348840672,3603190.76194041
"379","Feijó@AC",176027.253849767,13202868.7826167
"380","Feira de Santana@BA",212339.159406432,2941253.6784198
"381","Fernandópolis@SP",29717.9647902122,17156.4145339968
"382","Ferraz de Vasconcelos@SP",53106.2004256183,10622660.2033443
"383","Floresta@PE",209293.23140691,2296.97191176759
"384","Floriano@PI",244660.877832912,15376.0158646292
"385","Florianópolis@SC",28576.3484545801,102117.75825801
"386","Formiga@MG",19481.104480777,190261.799121522
"387","Formosa da Serra Negra@MA",127631.929080098,3280.37397916416
"388","Formosa@GO",104717.539796643,11580705.5045323
"389","Formoso do Araguaia@TO",75457.4231172934,1758.79074753716
"390","Forquilha@CE",175560.235532903,7050.61731978425
"391","Fortaleza@CE",176483.468749831,3253760.60091267
"392","Foz do Iguaçu@PR",42286.3660056526,78007.0760569261
"393","Fraiburgo@SC",35407.0681086628,488085.082803407
"394","Franca@SP",29513.0040844238,388152.72025618
"395","Francisco Beltrão@PR",37064.3438761132,518061.740450982
"396","Francisco Morato@SP",58891.2104100359,169623.099529562
"397","Francisco Sá@MG",254211.832091708,9640.14444043134
"398","Franco da Rocha@SP",60627.6457039638,2059.40578929306
"399","Frederico Westphalen@RS",28307.9060459747,214753.082195568
"400","Frutal@MG",56346.5931376502,35789.756075377
"401","Gandu@BA",207746.595467209,63097.9348285203
"402","Garanhuns@PE",81275.4004752552,6263160.38883946
"403","Gararu@SE",54966.2186496312,2105.85598770147
"404","Glória do Goitá@PE",92420.3265119874,5897.06151372397
"405","Goiana@PE",91116.4588583645,996105.793080521
"406","Goianésia do Pará@PA",154885.408606331,17877323.2896388
"407","Goianésia@GO",41171.6714346473,19757125.5895138
"408","Goiânia@GO",81335.142018914,111096.985546465
"409","Goianinha@RN",80108.1769444788,112142896.360557
"410","Goianira@GO",79036.3497825606,1168383.57905546
"411","Goiás@GO",90064.1078820815,647149.205298186
"412","Goioerê@PR",58523.8037014323,37811.0585339431
"413","Governador Mangabeira@BA",121158.056487554,34.8432042561666
"414","Governador Nunes Freire@MA",58945.7132860423,97.6757767233366
"415","Governador Valadares@MG",84105.6966964657,38583.8788682963
"416","Grajaú@MA",86326.1210241885,1540951.01345958
"417","Granja@CE",182875.967239149,46731.5546428333
"418","Gravatá@PE",63580.1557476948,5213948.78550432
"419","Gravataí@RS",30677.0578004164,219102.069083923
"420","Guaíba@RS",40413.3761837858,17255.7634735786
"421","Guaíra@PR",46070.1917674277,134004.261728644
"422","Guaíra@SP",51213.0853409562,23347.5320876587
"423","Guajará-Mirim@RO",111442.824865408,3154864.15917868
"424","Guanambi@BA",102221.24843693,388353.947669109
"425","Guanhães@MG",205313.491360989,49152.8349821714
"426","Guarabira@PB",216382.423500335,15736.5910863467
"427","Guaraí@TO",114503.358799476,589.814344537121
"428","Guarapari@ES",61615.1171935213,659696.464528329
"429","Guarapuava@PR",60321.9608924453,23494340.050334
"430","Guararapes@SP",37439.9808867041,78221162270007.8
"431","Guaratinguetá@SP",27071.5091073444,29016.142323686
"432","Guarujá@SP",66596.2180400332,34213.9200733219
"433","Guarulhos@SP",66638.5470902034,464953.84389344
"434","Guaxupé@MG",29390.8265856971,165836.374556671
"435","Gurupi@TO",155178.608690903,2366019.88584568
"436","Horizonte@CE",144946.571209574,2516099.5694235
"437","Hortolândia@SP",31582.8716941712,19896.1365265273
"438","Humaitá@AM",79052.2390760505,12630.2858398373
"439","Ibaiti@PR",93375.3355805005,1977488944180211
"440","Ibaté@SP",38334.4755323874,8706.59319132731
"441","Ibicaraí@BA",201767.469245593,720096.230143097
"442","Ibimirim@PE",72233.1272800601,94710990.0089834
"443","Ibiporã@PR",62161.8273661508,4253.76962388304
"444","Ibirité@MG",69110.4505764,6118474.45381042
"445","Ibitinga@SP",36856.0866478808,3428.61941951732
"446","Ibititá@BA",144787.044511566,8467.79085346038
"447","Ibiúna@SP",39916.7562877753,7671.9895051675
"448","Icapuí@CE",63300.0773387972,178221.456492783
"449","Igaci@AL",162494.103505052,1444.33552664282
"450","Igarapé-Açu@PA",89615.8352752898,5339.39840881283
"451","Igarapé-Miri@PA",125818.366912569,18497.4242294367
"452","Igarapé@MG",24204.8611706727,184666.282505783
"453","Igrejinha@RS",23866.880502754,6971.66553995857
"454","Iguaba Grande@RJ",39316.3796995928,462.451665936587
"455","Iguape@SP",62093.9514038934,9787712610.53176
"456","Iguatu@CE",76673.9114321655,2382996.94986417
"457","Ilhéus@BA",131363.503501336,678938.527468855
"458","Imbé@RS",22888.8713151406,44959935.6144972
"459","Imperatriz@MA",230130.6049409,352724.420215006
"460","Inconfidentes@MG",22463.873538356,5578.27667783321
"461","Indaial@SC",26179.4093001751,489.110313804023
"462","Indaiatuba@SP",23383.4255642126,68984.7730136693
"463","Independência@CE",127725.144158241,24543.9616495908
"464","Indiaroba@SE",266463.960012824,9151285651074.42
"465","Ingá@PB",258526.407569058,30125.0653989139
"466","Inhambupe@BA",120011.761603234,931.786246532032
"467","Inhapim@MG",43117.4936685606,7158.5625151876
"468","Inhumas@GO",49652.3030025823,59214.2026993008
"469","Ipameri@GO",51771.0767306664,2777436.68737073
"470","Ipanguaçu@RN",614287.43163879,6321241361.45471
"471","Ipatinga@MG",54296.6709415851,17721.8482119901
"472","Ipiaú@BA",144131.489728539,405824.684718601
"473","Ipirá@BA",174330.64786513,23923.7267196872
"474","Ipojuca@PE",110778.58210171,10142454.4937019
"475","Iporá@GO",80705.6009305491,110803.740398647
"476","Ipu@CE",128396.774394645,2100.02443845313
"477","Iranduba@AM",109819.522175185,3185804.96418439
"478","Iraquara@BA",74687.1551272616,200226977.399734
"479","Irati@PR",52858.459980624,37318.4446151441
"480","Irecê@BA",83750.3938857224,43212.7634759749
"481","Itabaiana@PB",135140.379756799,4452.56865113881
"482","Itabaiana@SE",104420.935095433,672098.878937395
"483","Itabaianinha@SE",108261.774423416,512916829.98535
"484","Itaberaba@BA",171998.471612959,863706.647795512
"485","Itabira@MG",65549.0420206704,42463.3534056371
"486","Itabirito@MG",33875.7683858938,67732.82046973
"487","Itaboraí@RJ",82218.2896692636,1027886.34182582
"488","Itabuna@BA",136510.863709745,344700.355698045
"489","Itacarambi@MG",317118.659857437,2151.87606308565
"490","Itacoatiara@AM",66958.2574540129,83382.2613289781
"491","Itaguaí@RJ",58830.4912250241,233391.610640697
"492","Itaí@SP",24949.2533692018,132528.870436252
"493","Itaitinga@CE",125564.347881415,1315.04265159449
"494","Itajubá@MG",23671.7898431931,147601.396942877
"495","Itajuípe@BA",300233.0631931,223605602025.643
