NO_MUNICIPIO,CO_MUNICIPIO,SG_UF,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Jaboticaba,4310850,RS,0.318181818181818,0.416048626703863,0.472972972972973,0.438356164383562,0.394366197183099,0.475409836065574,0.564516129032258,0.535211267605634,0.547945205479452,0.555555555555556,0.596491228070175,0.627906976744186,0.692307692307692,0.727272727272727,0.862068965517241,0.84375
Montenegro,4312401,RS,0.303635417997126,0.330340168217787,0.361322499643278,0.388583371664865,0.400004014385165,0.391753942082145,0.408482946633907,0.433283332552071,0.461346205811526,0.492166218526913,0.516604936921625,0.535661564421777,0.567329519658585,0.578704962940656,0.670940122380106,0.68316085444269
Araricá,4300877,RS,0.258273196478199,0.313116672428925,0.333416081518784,0.315138282387191,0.32949593495935,0.254149699913326,0.3166627762216,0.267777777777778,0.32659217877095,0.39438202247191,0.316692817573409,0.277384196185286,0.263810597519729,0.270260595647194,0.281350787326883,0.582596685082873
Três Forquilhas,4321832,RS,0.161009933774834,0.150869591382319,0.127465127465127,0.448188405797101,0.368886679920477,0.301919246786167,0.362179487179487,0.236564299424184,0.380276134122288,0.486881335718545,0.489542483660131,0.542481203007519,0.584877126654064,0.533303730017762,0.48122866894198,NA
Morrinhos do Sul,4312443,RS,0.12254621688584,0.20182841068917,0.190884062404405,0.243231441048035,0.272408963585434,0.369827986982799,0.280798771121352,0.0857915437561455,0.0541029766693483,0.249469214437367,0.257854179016005,0.410714285714286,0.53740157480315,0.463963963963964,0.495395948434622,0.559701492537313
Palmares do Sul,4313656,RS,0.200969983056741,0.253596383066173,0.235497856236077,0.245785304984624,0.275744132327828,0.27934546211536,0.303815891208441,0.237037037037037,0.248813851297099,0.241379534944311,0.251587637595258,0.267989756722151,0.366338875590347,0.445520315697165,0.587641811725989,0.558177630725315
Tiradentes do Sul,4321477,RS,0.18200290275762,0.153219182409806,0.270501835985312,0.273064133016627,0.25495337995338,0.317023285084959,0.39441647597254,0.383938172043011,0.295725264169068,0.397415370539799,0.319438812748358,0.228023352793995,0.375207926520576,0.332636295743092,0.327481041872733,0.336925287356322
Dom Feliciano,4306502,RS,0.194668574000257,0.234578196760938,0.23615314266711,0.234344483176346,0.246206174777603,0.311162602990056,0.271951944564036,0.301123044213051,0.258728469774556,0.294668163163504,0.200020366368337,0.222582317863625,0.266039051603905,0.368241789760505,0.449645417781859,0.577388963660834
São Pedro do Sul,4319406,RS,0.212043844921747,0.21618340180249,0.228212963891347,0.245084776334776,0.267881092393627,0.281977671451356,0.29466067472227,0.404798830202056,0.295690441517707,0.433635267906059,0.390491955406744,0.360147107990639,0.383729677688431,0.433407251358244,0.414408602150538,0.392815466107392
Nova Palma,4313102,RS,0.250880444856348,0.210149538657334,0.138756983240223,0.270565092989986,0.293873312564901,0.281372549019608,0.331745865606029,0.383600713012478,0.357682166826462,0.272890192245031,0.204720134860996,0.231109619780635,0.236281431933606,0.273188666426887,0.17891156462585,0.468359133126935
Montauri,4312351,RS,0.374008810572687,0.337837837837838,0.308755760368664,0.288288288288288,0.295045045045045,0.295454545454545,0.107177033492823,0.181666666666667,0.202020202020202,0.15668202764977,0.163650075414781,0.0738916256157636,0.129554655870445,0.349407114624506,0.591760299625468,0.696369636963696
Protásio Alves,4315172,RS,0.254142409314823,0.1448030796565,0.119565217391304,0.23624953857512,0.187299035369775,0.189225589225589,0.270056497175141,0.165311653116531,0.153333333333333,0.0923076923076923,0.0187129164764948,0.0285714285714286,0.114649681528662,0.583596214511041,NA,0.541899441340782
Nova Araçá,4312807,RS,0.336518512909821,0.353399818676337,0.365769556704947,0.428083255669463,0.458476846536548,0.482979496153465,0.377960275019099,0.427117940199336,0.406301888249604,0.383006376670322,0.318181818181818,0.352466310704297,0.26972540841154,0.28127602865234,0.267064846416382,0.301039346696362
Vale Verde,4322525,RS,0.245311203319502,0.213967611336032,0.236015325670498,0.26310861423221,0.174722838137472,0.20099765258216,0.157855395487904,0.128227899986337,0.240791062801932,0.121958668431233,0.0720893141945773,0.180935284912087,0.278031456113648,0.187830687830688,0.2540887322671,0.413589364844904
Tapera,4321006,RS,0.412006708561499,0.362200956937799,0.382003218189037,0.393718549366649,0.354621646206355,0.408365238748826,0.427441766459502,0.284785133565621,0.289473684210526,0.325059855214133,0.362041875573759,0.384060773754624,0.420002396931927,0.389884431677745,0.313282109712038,0.577095158181835
Santo Ângelo,4317509,RS,0.398238394339759,0.424846933202742,0.469284094926585,0.482460176658404,0.500526717734142,0.508562061395139,0.476374664438244,0.475143588932479,0.466971776663488,0.478895492771268,0.48579432058485,0.481617033242239,0.533169740394798,0.607227191556251,0.659677548716505,0.716197643178151
Guarani das Missões,4309506,RS,0.112021857923497,0.17524210335777,0.217326879383582,0.155799755799756,0.18806161745828,0.209384164222874,0.241285813273883,0.201809954751131,0.211872586872587,0.242250433363924,0.53297597323601,0.548104693140794,0.601471524021635,0.677804599161479,0.710335339638865,0.802852348993289
Novo Machado,4313425,RS,0.14234166977728,0.311111111111111,0.238150738150738,0.217391304347826,0.300448430493274,0.30503144654088,0.268924302788845,0.257333333333333,0.326295585412668,0.336879432624113,0.309466506217409,0.318493150684932,0.446166394779772,0.492935635792779,0.420295489891135,0.260388639760837
Salto do Jacuí,4316451,RS,0.243807240583167,0.331643068458457,0.405447221703524,0.453422752157807,0.441472729442654,0.459967678007954,0.467529272140448,0.449466666666667,0.42355523715052,0.408503088478652,0.525739758893398,0.537967315380222,0.593629419639342,0.739603215917635,0.835678954991392,0.916520386979906
Fontoura Xavier,4308300,RS,0.122061841081158,0.139835596194698,0.22088780784433,0.224109532188266,0.251253032146492,0.177712100139082,0.286823321002449,0.251296256836423,0.35181125378432,0.452655512282152,0.548310698294046,0.438854597931012,0.455751434783264,0.59130043690568,0.521011946591708,0.596603163191948
Minas do Leão,4312252,RS,0.208966350654435,0.288793765624345,0.230518857480257,0.215762273901809,0.282289581546087,0.271578637497482,0.261960620025136,0.25623282967033,0.238140274522933,0.202383998029127,0.219509017811019,0.117481203007519,0.28497896075937,0.123194004481187,0.347072742538737,0.242628356926099
São José do Ouro,4318606,RS,0.31889400921659,0.360554573875221,0.365049643992215,0.283523083237918,0.369915136979983,0.362164823072914,0.333926407261288,0.282563916151702,0.241385352178484,0.235514541387025,0.111021069692058,0.314760801417473,0.280811808118081,0.567477646080266,0.475119220402239,0.404881550610194
Agudo,4300109,RS,0.128063468789275,0.20371878393051,0.236352509179927,0.221405511357085,0.236755612500696,0.262286008844516,0.215633152719245,0.236492623545535,0.269332021708875,0.32100398721745,0.38462434478742,0.389957682955808,0.354412338930105,0.397459596179499,0.663825233266323,0.642590949423248
São Pedro das Missões,4319364,RS,0.295698924731183,0.253886010362694,0.271255060728745,0.17168027503223,0.333414574701438,0.369589977220957,0.304556354916067,0.527997128499641,0.520043811610077,0.352688172043011,0.65610599078341,0.62144420131291,0.529411764705882,0.399626517273576,0.466972034715526,0.881904761904762
Machadinho,4311700,RS,0.201618310021963,0.334823646299056,0.365378686671462,0.427903871829105,0.414481897627965,0.385045204920981,0.427478670197117,0.452922077922078,0.567164179104478,0.443430656934307,0.298245614035088,0.283179069480439,0.296014492753623,0.743772893772894,0.414926822501214,0.480535233690914
Restinga Sêca,4315503,RS,0.192132854642232,0.182923895182468,0.1006002921574,0.121524584169058,0.146031746031746,0.174860973004825,0.224102169017423,0.212590679075693,0.250923645320197,0.261801016702978,0.309883084076632,0.354684077607153,0.396495423567955,0.379548003745006,0.510185681752823,0.447123692322062
Tupanci do Sul,4322186,RS,0.115661566156616,0.187634795111431,0.266493506493507,0.319058903182126,0.273956496178718,0.202631202631203,0.288709677419355,0.300347222222222,0.384648006785411,0.259607843137255,0.356624665903016,0.313981191222571,0.430865541643985,0.363968834472889,0.446745562130177,0.425981873111782
Pinhal da Serra,4314464,RS,0.225355144210073,0.230196703880914,0.228383458646617,0.176070773546229,0.168536752919624,0.281039949270767,0.326388888888889,0.357507660878447,0.386480186480186,0.295089782297791,0.273500667932222,0.325528811086798,0.321005154639175,0.27866927592955,0.324257425742574,0.16823330923114
Itapuca,4310579,RS,0.22649863760218,0.295231729055258,0.231495280675609,0.395971041863393,0.327586206896552,0.273033707865169,0.477179836512262,0.583399628745691,0.669154228855721,0.466494845360825,0.601219512195122,0.611607142857143,0.75,0.587018255578093,0.612449799196787,0.573896353166987
Nova Ramada,4313334,RS,0.0242424242424243,0.100376196990424,0.128684399712437,0.0594752186588921,0.246498599439776,0.0414565826330533,0.0876790830945559,0.186440677966102,0.179365079365079,0.0318352059925094,0.173059360730594,0.21243842364532,0.205698672911788,0.0177156177156177,0.0129032258064516,0.0995575221238938
Porto Vera Cruz,4315073,RS,0.42512077294686,0.390552995391705,0.764976958525346,0.386363636363636,0.370044052863436,0.37719298245614,0.347639484978541,0.367768595041322,0.436213991769547,0.378195488721805,0.576634512325831,0.449404761904762,0.46027397260274,0.472361809045226,0.483950617283951,0.438775510204082
Alecrim,4300307,RS,0.213271960107403,0.188278595696489,0.241778774289985,0.271286031042129,0.314855875831486,0.292091485257647,0.221741924177814,0.368446601941748,0.402610857853295,0.357115928369463,0.385290628706999,0.374484161580936,0.418300653594771,0.40884985084521,0.369715743440233,0.557991513437058
Alegrete,4300406,RS,0.397713025970709,0.330642133829087,0.349322434932244,0.344814412689157,0.343560374447607,0.338039114649639,0.346597360104109,0.368071423721616,0.352546372273328,0.370650649929855,0.389360996847485,0.386106038936909,0.46496599315008,0.47404588965878,0.460753773371703,0.63683424964872
Triunfo,4322004,RS,0.314983612746023,0.29725559450227,0.318002017106108,0.342318581410377,0.325917046739173,0.347766718144687,0.403580479490457,0.394789468309619,0.401665773323527,0.411648077363891,0.453638851585891,0.533379856312634,0.574335043416073,0.573660632814856,0.638168624129256,0.561687472300192
Arvorezinha,4301404,RS,0.358707898761904,0.458935466425185,0.510325063346025,0.433493449781659,0.451609977324263,0.457381177211206,0.445236768802228,0.453061224489796,0.427550711474417,0.446301247771836,0.504367172050099,0.606060606060606,0.6,0.641509433962264,0.666666666666667,0.673469387755102
Bozano,4302584,RS,0.0433333333333334,0.128205128205128,0.220821661998133,0.276094276094276,0.159789644012945,0.629283489096573,0.318974358974359,0.646341463414634,0.592024539877301,0.584126984126984,0.563636363636364,0.306784660766962,0.200581395348837,0.65028901734104,0.572674418604651,0.457765667574932
Vila Lângaro,4323358,RS,0.0777777777777778,0.0789971617786188,0.183802816901408,0.405446808510638,0.356457207388884,0.12495643081213,0.376845637583893,0.493506493506494,0.301988636363636,0.15855614973262,0.221833355767937,0.198757763975155,0.566929133858268,0.527918781725888,0.947990543735225,0.419134396355353
Marques de Souza,4312054,RS,0.213749664969177,0.241970310391363,0.195141852874717,0.186785105865174,0.201791504094081,0.346657517012638,0.333924391800837,0.415032679738562,0.347422274695002,0.29181377781427,0.334349593495935,0.462564102564103,0.284229490022173,0.344117647058824,0.339007092198582,0.391549295774648
Cruzeiro do Sul,4306205,RS,0.185080997186924,0.192879611095225,0.281607423001113,0.346630727762803,0.299190761956719,0.325182094412864,0.284816373175419,0.352155625657203,0.356032443393038,0.292075163398693,0.322069397717528,0.317365269461078,0.422297297297297,0.500026903416734,0.550165623849834,0.646654445462878
Capão do Leão,4304663,RS,0.242871789406584,0.243252925074314,0.269743576177268,0.260577439804445,0.268711272411166,0.255319968981301,0.230522529114078,0.233685343949733,0.272831009521093,0.354661544339905,0.38418022187175,0.43449244382581,0.350389140546621,0.392858256142681,0.487110413967128,0.575890831010034
Alegria,4300455,RS,0.726027397260274,0.67741935483871,0.585365853658537,0.551515151515152,0.559388275276126,0.597904746367101,0.622896527031865,0.679281993347141,0.668725141302073,0.662381389654117,0.597138698959277,0.658391797085807,0.594339622641509,0.614374445430346,0.865853658536585,0.676767676767677
Miraguaí,4312302,RS,0.154586047136239,0.170308722335875,0.260789252728799,0.262774512836375,0.292076344707924,0.304161769580809,0.250134513062713,0.278025589857965,0.243560890222556,0.197773017360646,0.151447661469933,0.338565586662472,0.407199100112486,0.501288185498712,0.637977709805576,0.574398960363873
Planalto,4314704,RS,0.314800584031353,0.358350951374207,0.338621527250645,0.345603674540682,0.439300411522634,0.338747462127128,0.314627691092238,0.271837722752063,0.308657659890927,0.377700565726758,0.43888341543514,0.423105400696864,0.491472020415072,0.723211314475874,0.663034705407587,0.816104219935338
Alto Alegre,4300554,RS,0.355555555555556,0.285470879801735,0.161458333333333,0.148717948717949,0.0694945848375451,0.0969283276450512,0.16260162601626,0.38737949167397,0.400089007565643,0.245060790273556,0.123395445134576,0.38685556867375,0.471264367816092,0.167095115681234,0.324644549763033,NA
Três de Maio,4321808,RS,0.350577473302438,0.355323011949518,0.412494426882885,0.424207142928222,0.463339510931068,0.44976017274642,0.518983180126511,0.546910461340932,0.536026996896562,0.559484774896765,0.539327082290054,0.494811776061776,0.555138890268575,0.621061109433202,0.687055716974581,0.740302023286575
Horizontina,4309605,RS,0.407833238124207,0.443488649940263,0.461484170195604,0.492924854691392,0.51565436739539,0.510322002881283,0.547338855230153,0.611554694075945,0.593702130119368,0.545062516365541,0.568728908886389,0.530604370846007,0.54512754764594,0.61038961038961,0.729563209021126,0.850239740955228
André da Rocha,4300661,RS,0.0413660413660414,0.118852459016393,0.364077669902913,0.592039800995025,0.371212121212121,0.390425531914894,0.445578231292517,0.388333333333333,0.31,0.397826086956522,0.154502369668246,0.27112676056338,0.0786749482401656,0.0581121934833725,0.363636363636364,0.582608695652174
Anta Gorda,4300703,RS,0.283531746031746,0.365733590733591,0.423452932876436,0.43307954317772,0.477348400766825,0.420006464124111,0.464173887715721,0.455887950064703,0.419312169312169,0.422180876880764,0.394093303235515,0.398230088495575,0.545358649789029,0.436888888888889,0.530636461704423,0.505555555555556
Antônio Prado,4300802,RS,0.634610059990771,0.657454989430717,0.655012851215383,0.642719498976274,0.709723738854544,0.744667348305891,0.700396433509212,0.741933894072809,0.772277227722772,0.771461525786785,0.795589750057808,0.7868123293016,0.7730042868729,0.770911097159599,0.844940599783407,0.815759581496445
Aratiba,4300901,RS,0.227743271221532,0.264169323414807,0.243630620697875,0.268073750606502,0.287681363572334,0.210901739395789,0.249606505771249,0.228591648973815,0.201775494276795,0.238632912790216,0.216513216513217,0.189656964656965,0.215302626570232,0.27697471876134,0.329831595829992,0.421705426356589
Barra do Rio Azul,4301925,RS,0.461904761904762,0.447963800904977,0.418604651162791,0.437209302325581,0.429864253393665,0.405660377358491,0.412037037037037,0.386266094420601,0.410041841004184,0.415686274509804,0.397683397683398,0.366548042704626,0.334448160535117,0.346278317152104,0.358255451713396,0.294460641399417
Travesseiro,4321626,RS,0.305555555555556,0.667647058823529,0.311377245508982,0.292834890965732,0.183890577507599,0.254838709677419,0.0916398713826366,0.146048109965636,0.34866220735786,0.425806451612903,0.455696202531646,0.655072463768116,0.486263736263736,0.471751412429379,0.255191256830601,0.185483870967742
Sertão Santana,4320552,RS,0.0605478316566821,0.0854448813164409,0.0799005681818182,0.207235967012503,0.231931503399647,0.213891081294396,0.516142033775342,0.486540706156989,0.531127037661608,0.484643935068113,0.608585858585859,0.602977667493797,0.655172413793103,0.863636363636364,0.80952380952381,0.8
Arroio do Meio,4301008,RS,0.313192055530755,0.327007107133456,0.334985655963809,0.338786984413494,0.397042336778165,0.365409854298743,0.338748519804681,0.341361238312468,0.431667670078266,0.346845607643407,0.30090811965812,0.35033256395198,0.367329051539578,0.411265432098765,0.405708460754332,0.464411027568922
Arroio do Tigre,4301206,RS,0.349356836588852,0.277547509904568,0.293178371441904,0.307674955547889,0.321488848704039,0.279284348929024,0.254404594937554,0.253642695380934,0.237045933417615,0.268582015152188,0.243453466176044,0.237312796895964,0.239085772984078,0.241750841750842,0.597946059493026,0.696543927648579
Cerro Grande do Sul,4305173,RS,0.440123918384788,0.583906824073556,0.563212608987257,0.464562569213732,0.547177273943441,0.74173863143309,0.247307880567792,0.141404358353511,0.268655549765503,0.271864670425822,0.118558504523417,0.220226729283859,0.297758341056534,0.354429830273039,0.454586534116584,0.863013698630137
Boqueirão do Leão,4302451,RS,0.263475746867973,0.254208754208754,0.379793882249753,0.361369459519438,0.216514161220044,0.195354264668344,0.244932596256425,0.303827751196172,0.29594466179832,0.36474358974359,0.340639597556594,0.645808323329332,0.441808550889141,0.293047796399752,0.449066666666667,0.602467811158798
Augusto Pestana,4301503,RS,0.436238666276689,0.478120599155038,0.490873015873016,0.520614453995543,0.516102286611974,0.46442352214848,0.575142054731892,0.534275710873335,0.508474576271186,0.569637656252827,0.581818181818182,0.595238095238095,0.562463238570537,0.6,0.649657809983897,0.75
Áurea,4301552,RS,0.1455525606469,0.386363636363636,0.237142857142857,0.228782287822878,0.236794171220401,0.218531468531469,0.195422535211268,0.182758620689655,0.0163043478260869,0.0395936981757877,0.120205376019329,0.1895865237366,0.230920728705071,0.261183261183261,0.577903682719547,0.561527581329561
Centenário,4305116,RS,0.26980198019802,0.281990521327014,0.241217798594848,0.258825715347455,0.229314420803783,0.219399538106236,0.222477064220183,0.183720930232558,0.244144144144144,0.21923937360179,0.485839787307826,0.183811802232855,0.162368972746331,0.125608907446068,0.136299435028249,0.0910299806576402
Hulha Negra,4309654,RS,0.0764848648284231,0.195286195286195,0.238945665571076,0.254482896297427,0.251278877488855,0.242955064737243,0.31601558330665,0.320277249252514,0.367640852500528,0.464223539135175,0.561536560795271,0.642722212006219,0.560448760884126,0.316326530612245,0.441830896376351,0.63115763546798
Candiota,4304358,RS,0.202702702702703,0.282271550721266,0.280327418831574,0.298122301435887,0.346176294286526,0.284722008316649,0.335723560119903,0.287468519036724,0.299853385079776,0.325640221185145,0.278470133218737,0.361823361823362,0.346537048848615,0.356756091557962,0.508410246523845,0.485045129162776
Aceguá,4300034,RS,0.201873996073532,0.0994018073055874,0.136177645517621,0.152561985803593,0.175010042952937,0.24746192893401,0.217148069321982,0.300666666666667,0.233799508914274,0.365424018212863,0.400047709923664,0.383396404919584,0.374260238301902,0.514444444444444,0.461407972858355,0.674439461883408
David Canabarro,4306304,RS,0.430418957639588,0.540954415954416,0.595472837022133,0.537693389592124,0.527356853672643,0.493886861313869,0.420963217573387,0.376009010700206,0.434228187919463,0.538578088578089,0.418952957995779,0.330506850627575,0.303266518188567,0.359040541141916,0.325557468194139,0.385373134328358
Barão,4301651,RS,0.154298161187377,0.194981909705836,0.270916754478398,0.283286259352857,0.237073170731707,0.228693561314454,0.280165542611895,0.257831181252989,0.389911808584972,0.457488131204143,0.402173913043478,0.394301714799599,0.370992033609449,0.46,0.47452167751079,0.742980922702744
Boa Vista do Sul,4302253,RS,0.197772657450077,0.194482288828338,0.167796610169492,0.210759493670886,0.0752032520325203,0.104761904761905,0.501483679525223,0.501492537313433,0.460365853658537,0.139558232931727,0.217605633802817,0.15018315018315,0.534005037783375,0.542452830188679,0.986143187066975,0.588505747126437
Poço das Antas,4314753,RS,0.275259067357513,0.693236714975845,0.642512077294686,0.485440219253169,0.522756165776761,0.355263157894737,0.378313253012048,0.331172069825436,0.355889724310777,0.147154471544715,0.124704491725768,0.402094240837696,0.331414177761785,0.4925,0.54047619047619,0.716049382716049
Capão Bonito do Sul,4304622,RS,0.151378446115288,0.22249309280026,0.262478777589134,0.209375,0.324655095683133,0.427807486631016,0.311258278145695,0.314285714285714,0.323899371069182,0.446808510638298,NA,0.46,0.447513812154696,0.419571045576408,0.357142857142857,0.638743455497382
São Pedro da Serra,4319356,RS,0.496891996891997,0.341123949579832,0.282099479467901,0.113268608414239,0.313461538461538,0.374204742625795,0.350409836065574,0.268331226295828,0.245798319327731,0.483558994197292,0.148708254568368,0.691605839416058,NA,0.655052264808362,0.653710247349823,0.635547576301616
Bom Princípio,4302352,RS,0.177345382506988,0.309743123509662,0.305605018211251,0.282012451623759,0.254178345271463,0.269985628312225,0.33461319254882,0.247856267864434,0.277112585063313,0.28538212697129,0.374059084857034,0.309925562074559,0.459070796460177,0.398927392739274,0.568704239741188,0.59375
Barão de Cotegipe,4301701,RS,0.158690750062638,0.166982922201139,0.146468225844555,0.169363042693532,0.267303941941878,0.161233140655106,0.111534795042898,0.148331638177106,0.168359573387506,0.203189792663477,0.339371980676329,0.319091779765937,0.347968472468916,0.311082693947144,0.299042040392947,0.266666666666667
Paulo Bento,4314134,RS,0.304093567251462,0.650602409638554,0.57243816254417,0.23961661341853,0.341991341991342,0.737864077669903,0.44954128440367,0.485416666666667,0.825806451612903,0.475308641975309,0.93859649122807,0.302777777777778,0.411845730027548,0.240331491712707,0.261455525606469,0.96969696969697
Barracão,4301800,RS,0.122596585804133,0.184183917833005,0.215811965811966,0.303832116788321,0.244906275468623,0.283333333333333,0.226151698464402,0.349803079126387,0.103580387685291,0.288111138593454,0.305262699311667,0.306382978723404,0.221313173156587,0.653063410454156,0.708333333333333,0.4816
Mariana Pimentel,4311981,RS,0.222283469992421,0.171650717703349,0.198089171974522,0.10101494993828,0.141445511010728,0.177140612725844,0.0971428571428571,0.165271966527197,0.212648383135489,0.288597733711048,0.376255472572753,0.427610310179118,0.527017024426351,0.479368932038835,0.45933014354067,0.436418962203716
Gramado Xavier,4309159,RS,0.270829739520442,0.229784615384615,0.216118443089703,0.18,0.280841799709724,0.337159863945578,0.260090185381061,0.334282325029656,0.237426900584795,0.273158803222094,0.488271418503977,0.278846153846154,0.316467114974578,425,0.254937988056959,0.560810810810811
Santa Tereza,4317251,RS,0.268571428571429,0.24,0.363636363636364,0.123076923076923,0.108247422680412,0.329896907216495,0.311224489795918,325,0.373873873873874,0.336448598130841,0.452586206896552,0.638095238095238,0.968253968253968,0.970833333333333,0.920948616600791,0.901098901098901
Pinto Bandeira,4314548,RS,0.309038901601831,0.273209549071618,0.171302816901408,0.231123388581952,0.345513963161022,0.255376344086022,0.216617210682493,0.223118279569892,0.113425274415986,0.119402985074627,0.131964809384164,NA,NA,NA,NA,NA
Monte Belo do Sul,4312385,RS,0.291836734693878,0.317934782608696,0.382288828337875,0.439738292011019,0.3584229390681,0.244306418219462,0.404166666666667,0.0893393393393394,0.395061728395062,0.350177755205688,0.123618784530387,0.105027548209366,0.0691823899371069,0.0438144329896907,0.246753246753247,0.575117370892019
São Sepé,4319604,RS,0.282293505983912,0.268588844553308,0.305545812648392,0.337507397110855,0.31808367071525,0.340201288073628,0.360932881551438,0.405473965287049,0.39493003226012,0.378920551575686,0.348210916696314,0.409222233165895,0.454151575669363,0.47089766678143,0.426937357767397,0.532568166794174
São Lourenço do Sul,4318804,RS,0.375710016006346,0.36455228998591,0.391426831125324,0.427635449779711,0.459850066678355,0.515841796929747,0.544952000760384,0.547163507219739,0.530931279108613,0.556864016133679,0.568118770830663,0.574985599108952,0.576140604309618,0.544996277856318,0.625375519335251,0.717199221012991
Nova Candelária,4313011,RS,0.210526315789474,0.132988721804511,0.45873320537428,0.421157684630739,0.361788617886179,0.288702928870293,0.215555555555556,0.40363436123348,0.203320802005013,0.284444444444444,0.350072780203785,0.496534996534997,0.266666666666667,0.297314996725606,0.362666666666667,0.656686626746507
Boa Vista do Buricá,4302204,RS,0.583424624910693,0.601940228446253,0.70627834300618,0.70004046330484,0.639539899352983,0.724183558558559,0.81700334386881,0.736562890377845,0.689660554038236,0.711688311688312,0.744807420850978,0.717727086743044,0.73549581676039,0.750155763239875,0.933333333333333,0.940298507462687
São José dos Ausentes,4318622,RS,0.420548654244306,0.356930221481305,0.327004219409283,0.405235940530058,0.454065040650406,0.41861871769493,0.448955916473318,0.493654537286613,0.472710622710623,0.401028277634961,0.389590254706534,0.443941109852775,0.430894308943089,0.643356643356643,0.654437869822485,0.165876777251185
Bom Jesus,4302303,RS,0.45664604483262,0.510741138560687,0.577672060279175,0.568699885452463,0.517549052774019,0.494365112282989,0.485233385389554,0.462037496280131,0.477690263301851,0.459130229023612,0.611976004274542,0.509462859643365,0.368787276341948,0.473319557554394,0.760723327305606,0.757948332224376
Tavares,4321352,RS,0.149078864526019,0.183694720078403,0.18207775093345,0.139779219521642,0.138484233818919,0.112404034840087,0.152884615384615,0.180296452735735,0.146149134895116,0.121443751285391,0.261000582131973,0.184836852207294,0.252695902228612,0.213037857802401,0.180237433249481,0.223691148775895
Fazenda Vilanova,4308078,RS,0.268548809803532,0.13783347452886,0.123423514029971,0.214285714285714,0.199497234791352,0.249354657687991,0.258841158841159,0.300229357798165,0.203081232492997,0.23890214797136,0.250225447674668,0.274360370168753,0.310038746037337,0.252263906856404,0.211538461538462,0.387387387387387
Bossoroca,4302501,RS,0.332630814804407,0.314012490241998,0.264300756032727,0.247738693467337,0.206285253827558,0.223546167952859,0.216112420354369,0.270123240344454,0.275193579381676,0.263824168996583,0.391638524516239,0.378847044229543,0.359507275537997,0.401063880768678,0.404725113858165,0.744321511348231
Braga,4302600,RS,0.297482517482517,0.147594960870395,0.38322026858646,0.271698113207547,0.320853153291392,0.379986663005531,0.404802259887006,0.354336105272777,0.453442198723955,0.548170016932228,0.607142857142857,0.557045143638851,0.666666666666667,0.728932414460162,NA,1
Maratá,4311791,RS,0.31155245603396,0.397565071368598,0.256613756613757,0.407837776258829,0.461165048543689,0.431761786600496,0.194656488549618,0.351116625310174,0.526960784313726,0.301234567901235,0.436194895591647,NA,0.463002114164905,NA,NA,NA
Butiá,4302709,RS,0.206665042661176,0.289385955937521,0.295858019781726,0.325308667465004,0.335245859162958,0.36443494933256,0.409598619232519,0.490004025224742,0.512817010011961,0.48257055086952,0.466104626026805,0.450883096636818,0.449389438655892,0.501351797990481,0.606863168813208,0.550518906435028
São José das Missões,4318457,RS,0.23919659160073,0.23371935629418,0.352352941176471,0.29581881533101,0.333788033799401,0.383185185185185,0.446535022354694,0.303363303363303,0.279116465863454,0.246096043207702,0.173114119922631,0.133333333333333,0.15993091537133,0.18653875437795,0.217058137597868,0.233770014556041
Lindolfo Collor,4311627,RS,0.270151087978024,0.263143815962259,0.464009661835749,0.35923895517575,0.377588563019027,0.282479276563677,0.270535041446873,0.211886304909561,0.313066247708824,0.185740144810941,0.170992191088654,0.275183517364752,0.20801308258381,0.324668003006765,0.243817204301075,375
Sete de Setembro,4320578,RS,0.16958041958042,0.204545454545455,0.291101842196733,0.207243460764588,0.129564193168433,0.120848056537102,0.257326007326007,0.179098679098679,0.356164383561644,0.330386226151698,0.221661054994388,0.231613891726251,0.18655303030303,0.214020312112955,0.729050279329609,0.560906515580737
Cacequi,4302907,RS,0.378457420442153,0.323847696418589,0.321944035346097,0.333675434563821,0.378217903214582,0.442329721850522,0.504053489630051,0.583360812998381,0.549428978599947,0.532136848549708,0.605558578712941,0.621337036389083,0.658410909775185,0.776157407407407,0.75615713551111,0.779133200095529
Santa Clara do Sul,4316758,RS,0.137293802123517,0.251456310679612,0.3724241186879,0.387152826434237,0.364388299872171,0.501871268177013,0.404882154882155,0.39226692363286,0.357909806728704,0.327115559599636,0.306406873689196,0.412398921832884,0.356039345749355,0.29131976564909,0.374854819976771,0.493674610179465
Santo Expedito do Sul,4317954,RS,0.263565891472868,0.320293398533007,0.316037735849057,0.551558752997602,0.595641646489104,0.567757009345794,0.40139211136891,0.857461024498886,0.606818181818182,0.206841938549256,0.24430176565008,0.182012432012432,0.186121570736955,0.534749034749035,0.32258064516129,0.474681793027117
Mato Queimado,4312179,RS,0.119626926196269,0.331346578366446,0.360730593607306,0.296981499513145,0.297310051911279,0.440361445783133,0.439946018893387,0.397515527950311,0.472828324413339,0.416332378223496,0.475490196078431,0.438385269121813,0.391718426501035,0.332386363636364,0.350724637681159,0.824046920821114
Caibaté,4303301,RS,0.252443178645223,0.22452172358305,0.271621034332899,0.260112201963534,0.427371541501976,0.388320123293703,0.44583081404936,0.525540025412961,0.426832917705736,0.579651207261416,0.608996349864149,0.586612252861602,0.649413564507904,0.611668594904729,0.816605392156863,0.903345724907063
